Toi,Label,Orbital_period,Transit_duration,Transit_depth,Planet_radius,Planet_equilibrium_temperature,Magnitude,Stellar_temperature,Stellar_radius
360.01,0,8.0635,3.396,5180,24.3071,1390,12.2524,5657,1.71
3608.01,0,2.6816329,2.695,3100,13.2689,1829,13.1802,7047,2.34
3610.01,0,1.7384809,2.6777485,3882.897422,12.9358521,1915.621068,12.3512,5540,1.72093
3621.01,0,5.6902814,2.344,21290,12.9495,925,12,5400.1,0.86
3626.01,0,19.8875338,1.34,3020,13.605,565,10.8154,5856.2,1.57
3627.01,0,2.6342729,3.998,3190,,,12.2546,,
3631.01,0,2.6340964,3.477,2250,4.1106,1601,11.963,5163.2,0.83
3634.01,0,5.0859432,2.57,7091,13.8966,,11.224,6360.4,1.48
3643.01,0,1.5492212,2.287,1420,6.80431,2685,10.9469,8364,1.78
3658.01,0,3.1004285,3.513,12784,,3188,12.6532,8951,
3659.01,0,2.3882776,3.102,12572,18.5453,1950,13.4977,5097,0.87
3663.01,0,3.5639862,2.135,2126,10.1033,1451,11.5917,6940.9,2.41
367.01,0,4.7150255,3.302,4566,17.6148,1827,9.74346,5756.9,1.2
3672.01,0,2.4254068,3.323,1910,11.0715,2552,11.2351,8290,2.51
3677.01,0,3.6923071,1.139,14130,14.2002,1226,11.9814,8469,1.1
3678.01,0,4.8542148,5.588206,7842.3158,18.9133256,1779.701293,10.5873,7259.3,2.0394399
368.01,0,1.38665,2.238,24680,15.5656,1652,11.4996,5444,0.93
3684.01,0,3.105654,1.999,12400,17.6225,1403,13.3483,6241,1.44
3725.01,0,4.7262208,3.2344044,9512.916562,12.4034204,1177.579852,13.135,5947,1.1428699
3728.01,0,6.5019596,3.078,7130,,2739,11.1843,13253,
373.01,0,1.632,1.466,5500,9.24379,1484,13.2889,5997,1.11
3733.01,0,2.1263167,2.6213684,7318.456779,22.1075367,2264.672213,12.6396,6361.4,2.2823701
3742.01,0,8.9279009,3.278,49560,15.0384,570,12.8814,3916,0.67
3746.01,0,1.8012697,3.182,1800,3.19942,1576,11.7603,4570,0.75
3753.01,0,3.6502527,2.506,9000,21.323,1722,12.4332,6630.3,1.95
3759.01,0,1.6882863,2.636,5190,,,12.816,,
377.01,0,1.55028,1.571,23529.8,14.723,1806,11.9969,5039.5,0.87
378.01,0,3.10926,2.506,5448.84,9.58224,1338,13.105,5894,1.18
3781.01,0,3.2583798,2.196,4800,6.27906,1043,12.3794,4992.1,0.9
379.01,0,0.91677,1.337,276.272,3.12766,2236,9.9124,5825,1.71
3790.01,0,13.247777,3.301,13420,11.7716,817,11.2119,5373.8,0.89
3795.01,0,2.8300213,1.646,3790,6.47417,1292,12.2361,6205,1.01
3796.01,0,14.9857436,5.8,9980,9.39924,984,11.6387,5279,0.86
3799.01,0,8.2064867,2.9678542,29281.22596,14.6693181,757.8882131,12.7085,5236.1,0.824569
3808.01,0,3.6754815,2.3005775,9843.133012,22.3487036,1517.298008,12.2337,6305,1.4902101
381.01,0,4.89577,2.478,360,3.30734,1097,7.1995,5883,1.77
3810.01,0,1.0590994,0.9853402,5155.297311,10.6616565,2988.20803,13.286,9332,1.42848
382.01,0,0.4568,0.548,3428.7,6.64264,1616,12.7226,5777,1.03
3825.01,0,7.1404043,1.719,8300,10.5731,751,13.2971,5886.6,1.11
383.01,0,10.9803025,1.659,2390,7.58741,,10.2401,5951,1.27
384.01,0,9.30734,4.683,42774.4,30.7623,1163,13.5281,5819,1.35
3843.01,0,19.5112506,3.896,4080,,,11.4794,,
3845.01,0,2.1461672,1.942,14110,16.91,1414,12.7553,6046,1.41
385.01,0,0.6680065,0.835,550,15.4569,2613,9.0567,5159,3.77
3864.01,0,7.6605425,4.425,5210,,,13.0949,,
387.01,0,4.155,2.807,4900,11.0678,1339,9.65521,6270,1.57
3883.01,0,7.0080817,3.179,14900,13.1807,1033,11.1693,6307,1.06
389.01,0,13.45913,3.428,2579.32,7.68909,1524,8.2606,6457.7,1.38
3890.01,0,0.6203033,1.031,1390,7.82821,2806,11.9245,6294,1.78
390.01,0,1.470258,1.126,2700,12.2412,1519,9.89377,6321.46,1.08
3914.01,0,6.7136512,3.541,11490,12.5036,1101,11.3366,6179.1,1.15
3921.01,0,23.2556119,7.878,35720,14.4434,744,12.5638,4742,0.73
3924.01,0,2.0474832,3.159,6790,14.3474,2921,13.4802,6791,1.04
3925.01,0,3.0330919,4.043,1280,7.40327,2253,12.1474,7471,2.14
393.01,0,2.49221,1.605,1480,1.71311,714,11.2003,3450,0.45
3938.01,0,2.8778095,2.824,4830,7.35828,1568,13.2875,6131,1.05
3948.01,0,2.1176601,3.591,2000,5.16544,2932,12.5455,5814,0.89
3957.01,0,1.5891628,1.576,3550,12.5934,1783,13.2445,6227,2
3963.01,0,6.2329571,3.043,2367,14.2956,1655,12.2996,6016,1.55
397.01,0,1.5464949,1.101,930,3.7295,1275,10.231,5973.5,1.14
3975.01,0,9.4258906,2.406,4450,9.65497,824,11.8993,4507,0.67
3979.01,0,2.041659,3.521,3230,8.90978,2365,12.9447,6806,1.56
3981.01,0,2.2437501,3.821,2880,10.0826,2415,12.9165,7209,1.96
3985.01,0,3.2358535,3.777,5460,,1410,13.2638,5095.6,
3986.01,0,1.6212474,3.262,1100,10.3122,1826,12.5225,4949,3.11
3989.01,0,4.0104917,2.293,6051,,2377,11.9551,12373,
399.01,0,1.5716819,1.9672248,743.4097278,4.5091786,1319.164787,10.6793,4752.8,0.982066
3990.01,0,5.8423636,2.416,2280,18.7395,1441,11.6697,8648,3.85
3994.01,0,3.8974136,2.061,1990,6.8757,1320,11.0986,6827,1.51
3996.01,0,17.2045725,4.987,3770,21.5086,1272,12.0205,6278,1.77
3999.01,0,4.112385,3.474,2110,9.65749,1361,11.6437,5659,2.14
4000.01,0,3.7027104,3.572,12813,21.058,1815,12.5696,7493,1.9
4002.01,0,3.3378852,3.261,5564,19.0038,1834,12.9214,6274,2.15
4005.01,0,3.8471662,2.214,1770,7.48475,1011,11.7899,5115,1.69
4008.01,0,2.8278059,2.174,650,4.22619,1519,10.702,6603,1.62
401.01,0,2.48548,2.621,160,1.28248,1606,8.235,5928,0.96
4019.01,0,2.2963814,2.649,7950,20.9239,2361,12.6967,6620,1.87
4032.01,0,2.4567112,1.716,530,3.05136,1387,11.0498,6223,1.16
4036.01,0,2.7761628,2.139,1340,6.58454,1342,12.3618,5778,1.84
4037.01,0,4.7257129,2.701,1740,10.5468,1205,11.3896,6139,2.48
4044.01,0,4.1508803,2.256,12290,8.31799,807,13.2653,4460,0.73
4048.01,0,1.972401,2.435,7460,14.7348,1916,13.1947,6184,1.6
405.01,0,1.7560902,1.763,1650,7.52118,,10.5683,6249,1.29
4052.01,0,0.7409429,1.084,2460,4.58442,1740,13.0109,5406,0.87
4053.01,0,21.7894491,6.8044292,12276.80284,,652.5693517,13.0309,6118.5,
4067.01,0,3.6772391,4.2517064,13763.21164,13.2496189,1244.891838,13.1815,5801,1.11792
4068.01,0,1.1578392,1.363,9660,11.2362,1973,13.3675,6409,1.18
408.01,0,1.33679,1.488,700,2.70732,1581,9.6114,5600,0.98
4083.01,0,2.0714803,3.108,1660,9.7546,2274,11.6433,7047,2.46
409.01,0,6.7992776,1.58,210,1.09621,656,9.1536,4913.8,0.73
4091.01,0,3.0038696,3.24,760,3.44576,1702,11.2834,6171,1.2
410.01,0,1.42744,1.973,450,7.86301,3620,10.0081,6000.2,1.33
4102.01,0,2.6834113,1.146,760,2.33576,1003,11.812,5221,0.76
4110.01,0,0.7676706,1.057,340,2.98877,2031,11.1315,6377,1.53
4116.01,0,3.6311186,2.416,6300,15.6552,,12.4627,5979.9,1.63
412.01,0,1.1096992,2.097,620,9.33715,5211,8.7929,8666,3.13
4126.01,0,3.2428744,2.417,1470,2.3171,909,12.3454,4016,0.58
4130.01,0,6.269716,3.696,1240,3.86288,982,10.7386,4812,1.08
4134.01,0,0.9135968,1.247,540,2.17077,1881,11.2063,5987,0.89
4135.01,0,2.5139764,2.36,560,4.90303,1583,10.5893,6150,2.05
4139.01,0,4.6200781,2.149,3480,7.04607,1068,12.9551,5999,1.16
414.01,0,1.82488,1.757,2950,24.8366,2088,9.15779,5773.74,1.23
4143.01,0,9.8482192,4.24,1670,13.8742,1056,12.1158,6126,3.31
4148.01,0,3.6841446,2.967,2260,3.74263,1145,12.0672,4939,0.79
4157.01,0,5.289835,3.179,2330,7.64474,1986,11.5576,6655,1.11
416.01,0,7.0114,4.8,8970,18.1417,1459,8.28222,6084.8,1.82
4167.01,0,14.793901,3.171,8150,8.42756,584,12.9474,5095,0.84
417.01,0,5.62162,2.675,580.083,3.35879,1191,10.0793,5834.2,1.27
4178.01,0,2.2042212,1.011,4250,9.78883,876,10.0415,5702,1.42
4181.01,0,0.5992533,2.3197658,24379.93835,2.9919707,5578.891818,15.951,31000,0.18
4188.01,0,10.2813284,2.4414916,37333.96317,11.8759119,464.4628168,13.0123,3919,0.593317
419.01,0,0.4038426,1.0592218,636.6337963,1.442393,1316.835102,10.5886,4119.1,0.555
420.01,0,2.300698,3.451,780,4.87824,3198,10.6152,5747.3,0.85
4207.01,0,1.0681394,2.082,7290,19.5184,2561,13.3581,7248,2.23
4213.01,0,1.0435229,1.476,4970,9.09391,1896,12.6825,6259,1.23
4216.01,0,2.1816809,3.83,1280,,2976,11.2486,8582.7,
4217.01,0,1.1870337,2.7329029,8164.576255,10.6747149,1953.762087,13.5295,6325,1.15885
4219.01,0,1.1471548,1.403,2670,3.90118,1107,16.0657,3901,0.75
4222.01,0,0.8335712,1.509,3340,12.5164,2120,12.9913,6158,2.09
4225.01,0,1.1355457,2.63,393.5764226,21.5263238,4122,9.7402,10262,7.03693
4229.01,0,1.1385671,1.897,6220,16.0326,2985,13.5964,9024,2
4232.01,0,1.2247985,1.645,7640,8.32531,1670,13.5184,5699,0.89
4233.01,0,1.820443,2.643,7330,16.6319,1898,13.5689,6079,1.94
4235.01,0,1.6562803,0.929,5610,9.54495,1151,13.0556,6044,1.25
424.01,0,1.9784257,2.106,720,2.02143,1378,10.5094,5059,0.75
425.01,0,3.60364,3.728,6281.32,14.1007,1931,11.5781,6896.7,1.62
4251.01,0,0.9109508,1.473,4720,13.0531,3262,12.5405,9421,1.79
4255.01,0,2.5057108,1.962,3170,12.9673,1956,12.5225,8330,2.26
4256.01,0,1.0962372,2.336,2460,15.7533,2496,12.7158,6519,3.25
4257.01,0,4.6512523,2.251,3110,6.22936,1270,11.7159,7192,1.1
4258.01,0,3.8505662,2.499,6070,16.5768,1301,13.3285,6353,2.13
4261.01,0,1.5040804,2.955,6130,,1354,13.7682,3810.2,
4263.01,0,0.8334976,1.452144,3841.483497,9.0185699,2352.054022,13.5379,6071,1.3925
4265.01,0,3.7353995,1.836,2360,8.61993,1085,12.1162,5895,1.53
4268.01,0,0.8133123,1.079,310,4.37963,,11.0418,8265,2.12
4275.01,0,0.7617828,2.0029797,3487.635383,,1995.714272,12.2951,6132.7,
4279.01,0,2.0976705,3.3618036,2503.685688,14.488932,2395.332675,11.2851,5914.8,2.7729599
4281.01,0,5.7626055,3.963,7420,,1141,13.1335,5558.7,
4292.01,0,1.7201092,2.622,7570,9.82252,1798,13.0566,5878,1.13
430.01,0,0.58644,1.441,443.281,2.31276,2511,8.2482,5997.7,1
4300.01,0,0.8062768,1.963,660,9.05313,3231,9.9747,7311.1,3.37
432.01,0,2.24704,2.713,18890.4,18.1799,1812,12.6038,6846,1.2
433.01,0,1.17409,1.701,3680,49.6799,3798,9.1414,8242,3.67
4330.01,0,3.3513304,2.739,400,17.7728,1155,7.6581,4886,8.71
4332.01,0,5.4468377,3.303,842,4.39864,1396,9.783,6793,1.68
4335.01,0,4.5006638,4.588,2110,14.2378,3520,11.5124,8933,1.48
4337.01,0,2.2887763,4.8634851,1890.646342,2.8057654,805.0445873,11.1567,3953,0.617703
4339.01,0,1.2540806,1.3435517,66025.09943,10.3493319,746.8996014,14.0644,3455,0.399724
4346.01,0,3.9077116,9.5278364,599.6319099,1.5722799,679.4921442,12.4375,3917,0.64011
4357.01,0,1.8141215,4.6006154,129.4041201,1.3180464,1578.858547,10.5385,5789.58,1.12713
4359.01,0,2.4360845,2.495,350,2.46916,1749,9.5115,6529,1.32
436.01,0,1.8756,0.989,5666.3,,642.971466,13.0734,3549.7,
4367.01,0,2.5025812,2.771,807,4.90076,2671,9.462,5603,0.91
4368.01,0,4.4518604,2.8339358,3558.221189,34.0312942,3265.583584,10.0199,8353.8,3.60934
4375.01,0,5.9685742,2.059,340,6.64236,1582,9.4128,10390,3.44
4383.01,0,3.0421334,1.5964685,2054.305028,16.8899988,2109.000192,9.8062,5715.4,2.40325
4394.01,0,1.491916,2.3336552,1474.334788,26.399811,4861.497924,10.3355,9747,4.42729
4396.01,0,7.4398211,3.068,1362,5.48138,1272,10.0288,5822,1.45
4397.01,0,2.6646183,4.135,840,4.25649,3750,10.4304,11526,1.52
440.01,0,1.0817,1.588,341.533,2.07554,1796.688012,7.6818,5759.2,1.02
441.01,0,2.87436,1.901,2490.41,7.91346,1865,9.19901,6805,1.44
4412.01,0,2.0340967,3.397,1283,6.38274,2299,10.2956,6849,2.05
4414.01,0,1.8697825,2.721,2940,,,10.3147,,
4421.01,0,21.7004042,9.415,406,3.16777,1078,10.4078,5788.7,1.78
4423.01,0,1.3875331,2.679,952,3.16086,2998,10.4425,5678,1.14
4433.01,0,0.9023951,1.6045865,5385.087109,,1886.151251,14.2502,5780,
4453.01,0,2.9985667,3.025166,28040.90686,17.8036847,1333.854734,13.7703,6126,1.04172
4461.01,0,3.7006742,3.115,840,2.61277,1714,10.4787,5025,0.79
4477.01,0,7.8127906,6.304,8120,22.0599,1874,11.7018,8451,2.38
4498.01,0,5.3073459,3.714,200,2.05347,1313,7.948,5821.4,1.42
4500.01,0,1.773346,3.291,710,7.95884,2492,10.351,6802,3.08
4502.01,0,0.8560277,1.587,247,3.15801,,8.716291,11798,2.38
4522.01,0,0.3643225,0.2120684,38216.78954,6.9527391,1086.473896,15.6615,3473,0.347331
456.01,0,0.336826,0.883311,18251.29209,15.240658,2619.630824,15.7298,5780,1
4564.01,0,22.1536777,7.5893785,4469.319877,12.6297905,855.3874599,10.7716,6123,1.6267
4569.01,0,1.2253159,3.435758,6006.517507,2.3820012,743.1116558,15.764,3725,0.297644
4591.01,0,27.9102929,10.6336018,18279.51765,19.2884326,694.8640749,11.7167,6327,1.39013
4594.01,0,5.5460893,2.2804171,1956.621535,8.8601851,1588.546302,11.8995,6963.86,1.88937
460.01,0,0.5168347,0.936413,33190.70691,6.597837,841.7881825,14.1118,3274,0.273
4605.01,0,3.1442556,1.81,2095,4.69096,1425,10.2207,5691,1
4610.01,0,3.1129681,2.308,585,1.5002,977,10.0745,4104,0.69
4627.01,0,23.1438551,5.7659467,6955.873894,13.2171669,625.6148603,11.5252,5356,1.06356
463.01,0,2.53405,1.944,4070,26.5362,2162,9.1013,6497.8,1.65
4634.01,0,0.8706763,1.007,1861,6.52133,1729,12.5065,6121,1.47
4635.01,0,49.1077047,2.9402319,28125.14521,12.3506372,340.1414927,10.6029,4358,0.72245
4636.01,0,42.8289152,2.3248526,85688.82045,8.539416,186.9161969,15.7488,3090,0.289034
464.01,0,0.8185672,0.9809687,44712.18116,4.1552603,5028.054542,15.61,31000,0.18
4669.01,0,0.2476684,0.401,2460,5.81442,1599,13.1599,4886,0.75
467.01,0,1.734422,2.32,1230,4.24151,2326,10.2767,5890,0.94
4682.01,0,6.7934811,1.824,5400,15.1938,904,12.2624,6121,1.92
4683.01,0,3.0929206,2.248,5640,11.6629,1290,12.9876,5787.4,1.43
4715.01,0,6.4274159,1.277,3940,12.9491,705,11.907,6227,1.58
4738.01,0,4.6498719,4.995,8110,16.6839,2313,12.1359,9056,1.78
478.01,0,2.921685,3.17791,17562.44572,19.091127,1576.118587,11.0913,6332,1.37266
4808.01,0,1.4700596,2.18,4760,16.1051,1990,13.4542,6308,2.12
4817.01,0,3.190373,2.684,42550,12.0669,820,14.6435,3722,0.6
482.01,0,10.8717,2.943958,14603.37238,9.098964,373.250606,13.084,3692,0.488
4827.01,0,736.5601487,4.183,3600,13.9475,,12.3805,5895.4,1.31
4829.01,0,0.9855374,1.18,3290,10.8393,1732,13.1591,6198.4,1.76
4838.01,0,0.760019,0.638738,1865.588652,7.2902589,2529.024538,11.869,5690.2,1.65999
484.01,0,4.728681,4.533,9990,8.96336,1075,11.6888,4425,0.9
4840.01,0,2.3992876,2.545,1180,4.05839,1746,12.2896,6536,1.15
4846.01,0,1.0638184,3.191,3220,4.08617,2251,13.0246,4963,0.73
4849.01,0,3.0617364,1.947,6620,8.08218,1369,12.5874,6783,0.98
485.01,0,1.2667147,1.712,1870,8.31491,2105,9.9955,6084,1.87
4856.01,0,14.4896397,1.898,40070,7.558,292,14.379,3376,0.35
4858.01,0,1.7509117,1.4130673,70067.10137,16.6835695,666.1259003,14.8083,3333,0.443812
4886.01,0,3.251249,2.123,12040,19.6899,1436,12.9004,6951,1.66
4902.01,0,4.1934945,1.873,2710,9.49438,953,12.8989,5541,1.63
4934.01,0,2.8013515,5.405,4590,12.9252,3607,12.6554,7518,1.67
4946.01,0,1.819376,2.97,5240,11.1303,2917,12.1164,7567,1.53
4964.01,0,1.1167145,1.817,12810,20.4041,2612,13.2364,6611,1.22
497.01,0,2.974175,3.031634,11707.25724,3.756355,492.1777269,13.2312,3333,0.302
4985.01,0,3.5678072,2.968,17670,34.7616,2225,13.3162,7819,1.71
5016.01,0,1.2833689,2.592,20090,23.5753,2357,12.5209,5442,1.01
504.01,0,1.6773063,2.352,3910,29.2836,3110,9.6646,6915,2.56
5055.01,0,2.0915616,3.634,2560,14.2961,2796,11.9139,5551,1.62
506.01,0,2.774207,2.393565,693.389889,2.582442,1170.905839,10.4215,5280,0.945062
5070.01,0,6.216994,2.759,2060,7.46488,1432,10.3879,6304,1.54
5075.01,0,1.7134571,1.433,355,4.95462,2240,8.3482,8638,2.64
5079.01,0,1.4920726,1.594,907,2.23482,1409,9.642901,5125,0.81
5107.01,0,1.8354365,1.633,310,5.7988,2530,9.4098,9758,3.27
5119.01,0,1.4713984,3.028,236,3.62613,1925,8.96861,5110.7,2.66
5124.01,0,1.0754572,1.832,690,8.40705,2156,10.4406,6290,3.29
513.01,0,1.445433,3.684343,16635.28994,3.493627,593.1709781,14.7095,3266,0.269
5133.01,0,30.4408598,4.586,1500,7.19468,1223,10.3703,8158.9,1.58
5134.01,0,6.880459,2.037,445,2.77633,929,9.16636,6474,1.31
5135.01,0,2.0197299,2.563,426,3.29943,1689,8.96147,5810,1.77
5150.01,0,1.7578288,3.218,2116,13.9433,3660,10.0768,6640,2.59
517.01,0,9.8850244,2.4234353,9891.368176,11.9173601,728.1185957,13.2361,5522,0.819196
5184.01,0,2.2751393,2.087,3350,10.5509,1642,11.649,5810,1.71
5189.01,0,9.5064017,3.258,8710,14.3253,1147,12.9177,5999,1.09
5198.01,0,3.2623468,2.91,8540,13.2175,1427,11.9993,5957.4,1.41
5199.01,0,3.9131371,1.846,37860,12.4444,625,14.9652,3773,0.62
5212.01,0,2.4011407,3.6926411,3193.989304,11.6862609,1687.978855,12.8257,5911,1.50878
5226.01,0,7.8284207,5.456,32460,17.0783,1134,11.8572,5707,0.94
5231.01,0,1.5163046,3.619,1180,10.3854,2623,11.4186,6529,3.11
5246.01,0,0.6972223,1.095,6460,14.5958,2086,13.4161,6556,1.74
5257.01,0,3.1979646,5.69,2060,12.9757,2096,12.1624,5990,2.93
5258.01,0,0.5919629,1,2450,9.90447,2111,12.4322,6337,1.85
526.01,0,7.699087,4.380607,8072.469566,6.21451,438.2935835,12.3069,3617,0.45
5260.01,0,7.2617331,6.258,1310,3.97249,1165,11.9625,4780,1.09
5262.01,0,2.873138,2.908,1240,3.97027,1548,11.8225,5856,1.11
5266.01,0,4.4138638,2.387,11300,18.0459,1437,12.7821,6006,1.03
5268.01,0,2.0685871,0.598,38060,12.5176,438,14.5982,3162,0.31
5273.01,0,3.4100261,2.233,5200,7.9526,1251,12.2794,6109,1.08
5275.01,0,12.5951009,0.876,4280,8.14346,366,12.9179,5251,1.09
528.01,0,3.5248693,3.1475424,24987.79925,9.045877,688.5833009,13.3675,3965,0.613
5283.01,0,6.949428,2.725,3050,9.02158,1058,11.7513,6817,1.61
529.01,0,1.665878,4.956738,85643.9861,6.98229,463.5504123,14.1396,3021,0.172
5296.01,0,1.7386091,1.691,18980,10.8015,1279,12.4323,5362.8,0.75
5308.01,0,8.34034,3.176,7360,16.0764,1055,11.0208,5444.3,1.67
531.01,0,0.567995,1.408867,5208.552517,2.671369,940.7110382,13.8097,3462,0.368
5321.01,0,10.1391591,2.662,6450,16.5118,858,10.7304,6584.3,2.04
5353.01,0,1.2297408,1.234,4020,9.99875,1580,12.55,6186.6,1.45
5361.01,0,1.3574339,2.315,3380,8.22797,2143,13.0581,6332,1.4
538.01,0,1.669769,2.0105348,10665.55057,4.4985601,675.5508371,14.1477,3411,0.433512
5381.01,0,4.0802864,1.4789165,516.622925,6.300967,2062.950938,9.54224,6802.3,2.68185
5396.01,0,32.1400505,2.809,883,22.7389,689,9.3373,5019,3.37
5418.01,0,1.6421819,2.459,1100,2.54445,1801,11.6985,5627,0.79
5424.01,0,0.8999342,1.606,1720,6.8761,2177,12.5284,6211,1.64
5429.01,0,4.2318085,2.558,1780,7.88895,1614,11.9696,8064,1.91
543.01,0,0.530893,1.910177,33453.5972,3.747202,714.0192388,15.0404,3085,0.193
5434.01,0,4.1629444,2.064,3670,11.633,1100,12.4151,6005,1.88
5440.01,0,3.813812,2.572,2310,3.44278,1016,11.8338,4689,0.71
5447.01,0,1.4958429,1.534,2830,6.70553,1493,13.1472,5666,1.27
5450.01,0,0.8857522,1.579,760,3.19978,2198,11.4541,6238.2,1.13
5456.01,0,1.0711292,2.213,2030,5.8474,2374,12.3128,6070,1.31
5478.02,0,10.1197017,2.129,2570,9.15067,674,12.0515,5656,1.75
549.01,0,0.516278,0.565611,20289.21082,2.442348,679.6154071,14.2321,3009,0.169
5496.01,0,43.8418559,4.599,4630,9.29872,480,10.7717,5767,1.32
550.01,0,13.24981,3.299,27250,20.6343,,9.1073,5076,0.69
550.02,0,10.043245,3.099789,21393.22714,16.682435,625.2921291,9.1073,5076,0.670549
5503.01,0,5.9522831,1.966,7280,15.1211,1138,12.3391,6031.2,1.65
5513.01,0,7.7235903,5.953,2720,17.2663,1656,12.3467,5994,3.08
5540.01,0,1.0995742,0.952,3168,9.72799,1592,10.2003,6040,1.51
556.01,0,2.294185,2.750763,697.472004,1.95611,1065.391077,11.3075,5062,0.707445
5574.01,0,6.8242909,2.787,700,2.23971,671,11.6643,3999,0.87
5576.01,0,1.2833113,1.353,4450,9.39506,2118,12.574,8055,1.32
5621.01,0,39.9753375,6.088,9160,14.1085,578,12.64,5989,1.45
5640.01,0,13.0518467,3.333,39070,17.0183,626,12.0633,5268.9,0.83
5648.01,0,3.3078803,1.508,32920,9.74504,584,13.8994,3571,0.51
566.01,0,0.846542,2.408837,2524.567663,1.642414,774.9261587,12.625,3380,0.325
568.01,0,9.5971977,2.9439152,600.5813487,,857.6839365,8.2866,5780,
5695.01,0,2.2232698,0.648,31700,9.36074,419,14.2399,3157,0.36
570.01,0,1.4687098,1.0472885,1567.650815,9.2129338,2957.479155,10.027,5973,1.31
5742.01,0,3.965824,2.911,680,7.03413,1392,10.042,6199,2.8
5746.01,0,711.7642825,3.4176443,20978.13679,12.6338972,319.2256315,10.5295,4661.56,0.732648
575.01,0,19.3721051,3.0859149,3219.559465,17.4598301,996.6001297,8.77728,6529,1.88186
5769.01,0,1.7548863,1.314,2620,5.83196,1244,11.5578,5589,1.08
5784.01,0,8.6800186,2.41,870,5.59572,895,9.96017,6521,1.86
5787.01,0,3.1072375,4.485,737,5.27608,3473,9.77017,6030,1.31
5791.01,0,2.2906144,1.949,1390,4.657,1400,10.4519,5651,1.22
5804.01,0,1.7615631,1.171,1050,6.69058,1399,9.78095,6270.7,1.95
581.01,0,1.38917,1.5031546,787.5039579,5.0603662,4278.391945,9.5287,10585,1.84
582.01,0,3.7442007,3.5004762,803.2627817,18.117379,3570.099957,9.3994,9988,4.23822
5830.01,0,2.8465928,2.664,2110,8.8779,1340,11.8512,5308,1.94
5839.01,0,2.5411063,3.491,8720,16.4931,1939,12.3367,6657,1.78
584.01,0,1.2622658,1.7829162,3711.715258,28.2499512,3997.224658,9.1103,9255,2.9098899
5850.01,0,3.9997367,0.384,7460,13.8899,367,10.9951,3827,0.64
5855.01,0,2.4710528,3.033,5420,12.1002,2378,12.3924,6114,0.97
586.01,0,22.6384642,4.988,4982,28.0326,1399,8.2268,9511,2.42
5862.01,0,5.3194765,4.653,3640,15.9815,1663,12.0997,6987,2.66
5866.01,0,3.8421028,1.184,8920,13.2581,923,11.1838,6247,1.32
5867.01,0,1.109435,2.723,27240,10.2843,1627,14.9156,3613,0.49
587.01,0,8.044239,5.3289306,4937.505363,15.1761031,1902.184175,7.81307,9333,2.0411401
5876.01,0,9.7216312,3.272,1830,7.28362,1014,10.6372,6702,1.7
5886.01,0,0.9655766,1.224,3140,11.5845,2186,12.3886,7542,1.92
5887.01,0,6.3989216,2.781,3830,10.6347,1139,12.4276,6243,1.59
589.01,0,2.5183846,2.1596206,616.0227482,21.1354407,3359.533585,6.725,10817,5.7888398
5892.01,0,1.9447712,1.345,2880,13.5597,1265,11.6866,5369,2.32
5899.01,0,0.7835688,1.095,7440,11.8563,1791,12.935,5932,1.28
590.01,0,18.90372,9.067,24270,,,10.441,,
5901.01,0,5.555905,3.459,3750,11.9323,1253,12.5454,5867,1.95
5908.01,0,2.4515393,3.005,7520,11.6029,2075,13.0008,7143,1.32
591.01,0,8.4915117,6.035,40640,87.0155,1924,10.1749,9365,4.18
5910.01,0,17.2182695,7.888,4810,8.64247,1092,13.4177,6330,1.29
5915.01,0,12.5482879,3.396,49260,13.0082,481,14.3196,3923,0.59
592.01,0,10.4137962,3.482,1948,8.3814,942,10.1985,6439.3,1.97
5920.01,0,15.4159906,2.127,4500,10.5168,578,11.499,6120,1.56
5924.01,0,6.2043746,5.957,4380,14.9548,1530,11.429,6122,2.49
593.01,0,13.9086,2.987,4760,37.5946,,10.1078,6333,2.29
5940.01,0,2.8534013,5.176,15830,11.4232,1551,14.1736,3662,0.52
5942.01,0,1.6540803,2.008,3460,15.2145,1889,11.7528,6453,2.51
595.01,0,7.64348,2.772,560,6.82171,1007,9.9959,6258.1,2.94
5954.01,0,10.7004569,1.281,2409,13.1568,747,9.41809,6906,2.44
596.01,0,1.5136003,2.4400695,745.1393405,8.3090193,2781.438526,9.9071,6017,2.93328
5962.01,0,1.9261183,1.068842,3853.883136,4.8624405,1137.054861,10.9417,5383.13,0.678984
5966.01,0,3.5381039,2.441937,11844.65348,12.0728557,1257.699312,10.5332,6084,1.0424401
597.01,0,6.5197781,2.63,1290.149756,8.5555002,846,9.796,4951.7,2.65
5976.01,0,0.4378024,1.5315811,1462.551762,1.4551234,972.9866029,12.0575,3256,0.365717
598.01,0,3.0432421,3.192,1622,11.9045,2160,10.1356,8000,3.59
599.01,0,0.82967,1.755,4744.55,20.1053,4448,10.4708,6991.1,2.65
600.01,0,4.3652608,1.976,1362,,1583,10.2681,9156.5,
6020.01,0,9.1099373,9.51,8817,13.5278,,12.0471,6511,1.48
6023.01,0,9.0330414,5.965,227,7.35267,2001,8.629,7527,5.64
6024.01,0,2.7218347,1.663,560,14.1545,1388,9.3185,4758,5.53
6037.01,0,4.0158188,6.257,560,4.59761,2243,10.3755,6950,2.64
6039.01,0,8.503614,1.203,1590,10.2441,669,10.244,6255,2.31
604.01,0,1.07242,1.996,632.189,22.0397,1841,10.4029,5001.6,7.97
