Toi,Label,Orbital_period,Transit_duration,Transit_depth,Planet_radius,Planet_equilibrium_temperature,Magnitude,Stellar_temperature,Stellar_radius
1729.01,0,0.5732087,0.4582376,432048.7344,,,18.3324,5780,
1733.01,0,5.80322,1.569,1710,6.3744,781,10.379,5846,1.5
176.01,0,16.155373,1.556705,71225.72317,10.424281,297.2885497,13.4004,3270,0.271
1760.01,0,11.062666,2.0842156,4957.878094,2.6437021,293.8838939,12.4989,3212,0.254522
1770.01,0,1.0924536,1.2245785,874.580104,6.5935026,2235.187778,9.22437,6273,1.4487799
1786.01,0,9.573548,2.036,2788,15.6118,1135,9.5173,6505,1.83
1788.01,0,5.34326,1.426,6980,10.4171,751,10.1883,5776,1.26
1795.01,0,2.7917911,1.4664254,1018.977143,6.0002066,1435.606527,10.0721,6071,1.16271
1808.01,0,2.1075001,1.9093483,4256.174301,11.7706128,1896.631607,11.6735,6351.66,1.59204
1813.01,0,0.798,0.679,190,2.95586,1525,9.91892,6194.2,1.84
1815.01,0,2.555332,5.14,6550,20.5128,2259,10.8946,6454,2.48
183.01,0,3.4307565,3.1443388,9664.298563,29.7749124,2139.971372,8.3291,6270,2.72192
1830.01,0,9.7815625,3.736,20040,18.205,1079,7.0166,6327.16,1.21
1836.02,0,1.7727505,1.519,243,2.73549,2058,9.29416,6351,1.62
184.01,0,4.8170684,3.1822663,23137.363,24.4342674,1416.806593,10.0433,6380,1.44956
1843.01,0,9.1469122,4.618497,8770.096118,12.7002634,999.320223,12.6445,5954,1.2752
1848.01,0,5.4809161,5.031,2770,8.64837,1507,10.5038,5923,1.62
1856.01,0,197.0336254,7.338,11900,12.0713,316,10.9374,5616.4,1
1863.01,0,1.42611,1.788,1890,9.21032,2877,11.2542,6404,1.32
1867.01,0,18.10671,4.562,10340,19.3734,1047,12.2339,6615,1.65
1871.01,0,3.40612,1.714,1740,8.60495,1560,11.5906,5955.3,1.67
1877.01,0,3.801591,2.752,18950,14.4297,1242,12.8746,6051,1.01
1881.01,0,1.1203828,1.665,1901,5.96207,2267,10.2761,6564.4,1.47
1888.01,0,5.547485,5.412,3350,11.48,2122,10.4748,7397,2.04
189.01,0,2.1940616,1.1555573,5943.692295,8.8402143,2173.192793,10.2638,6054,1.04092
1897.01,0,48.5340395,6.661,62170,26.827,144,10.1374,5937,1.03
1897.02,0,48.5338626,6.137,4730,7.9008,341,10.1374,5937,1.03
1918.01,0,3.39829,2.634,4340,7.06633,1413,12.2876,6271,1.09
1939.01,0,2.8970202,4.1502336,3080.923931,,1278.571193,8.2376,8862,
1941.01,0,1.13305,1.073,100,2.16887,1536,8.5122,5883.8,2.1
1942.01,0,1.6563738,1.741,246,1.42047,1566,9.8146,5614.1,1.02
1944.01,0,6.0988471,5.408818,8857.728415,24.9943945,1566.626104,10.9572,7023.2,1.82219
1945.01,0,1.57363,2.558,710,7.59717,3262,10.6707,5342.5,1.66
1946.01,0,10.8458712,3.379,3120,21.6846,1516,8.4672,6670.3,2.56
1947.01,0,12.0077462,2.818,2921,,913,8.9301,4990.7,
1948.01,0,3.6473383,4.4572847,162.7642577,1.9083777,1470.447248,10.1302,5928,1.47579
1950.01,0,1.41144,2.509,414.379,,3316,8.4215,9208,
1952.01,0,6.89132,5.369,5940,11.3151,1419,10.5,5488,1.41
1953.01,0,0.6923563,0.803,810,10.6207,3080,9.5187,6422.1,1.85
1955.01,0,16.3152,1.992,2500,2.23088,630,11.1825,3625,0.31
1956.01,0,0.88958,1.844,1240,3.8492,2273,10.4877,5586.2,1.11
1957.01,0,14.5187891,2.897,429,3.60283,714,9.4845,5844.8,1.79
1959.01,0,3.2242808,4.3100077,868.6214414,8.5752112,1222.358054,11.0897,4866.2,2.62415
1962.01,0,1.76447,2.749,2640,27.921,3207,7.185,8049,5.08
1963.01,0,12.6534664,4.0982077,27095.43995,20.5105778,819.7441326,10.163,5394.6,1.18915
1965.01,0,2.2778177,3.212,880,,4896,8.177301,9096.5,
1969.01,0,2.6855915,2.0491187,488.2401788,3.5729712,1674.191806,8.5941,5796,1.51715
1971.01,0,3.217824,1.735,1288,5.84702,1081,10.3345,5418,1.67
1975.01,0,2.8319354,3.21,780,4.18335,1531,10.2081,5408.7,1.48
1977.01,0,17.0614756,3.384,2730,17.1048027,1158.612592,9.5918,9184.7,2.14183
1978.01,0,6.0783344,4.8904528,16168.28891,16.9877965,998.7280008,5.666,8719.5,1
1979.01,0,1.30924,2.535,3370,,4208,9.8678,8832.5,
1980.01,0,9.27898,6.514,9020,15.0807,1589,10.9805,5898.8,1.45
1983.01,0,6.1110945,4.2566318,1098.152672,5.873208,1013.346762,10.3349,5725,1.07235
1984.01,0,0.5646193,1.295,510,3.01498,2674,10.361,6237,1.3
1988.01,0,2.2818488,3.973,1483,7.2854,1940,10.1854,5368,2.15
1989.01,0,3.4551479,5.7444704,5191.726001,,1205.646182,10.2581,8046.5,
1990.01,0,3.7899524,5.5268401,4345.437343,11.7871267,1263.419453,10.1574,5579.5,1.10456
1991.01,0,6.6570835,5.285,7164,14.8934,1336,10.1405,5805.6,1.73
1992.01,0,4.31224,2.704,4990,12.3576,1414,10.5287,,1.72
1993.01,0,3.9416903,2.537,12840,19.6321,1722,10.248,6190.4,1.48
1996.01,0,7.72433,8.03,7120,20.0285,1630,10.2372,6249.4,2.32
1998.01,0,1.10833,2.288,1060,4.58274,2270,10.186,5972,1.4
2002.01,0,2.3330349,3.005,2795,15.6213,2951,10.4879,5986.5,1.56
2004.01,0,1.79988,3.518,180,3.32197,2505,9.0607,6136.9,2.46
2008.01,0,723.8345008,7.382946,3119.298369,13.1361697,275.2869842,8.64807,5463,1.94771
2017.01,0,5.49826,2.04,12929,16.2801,,8.2057,6362.6,1.34
2022.01,0,0.4487349,2.8757897,3572.032803,5.8054498,1408.021727,11.6484,3975,0.627144
2027.01,0,1.46329,2.431,750,3.54656,2149,10.5027,6168,1.28
2028.01,0,0.77871,1.458,670,6.16036,2789,10.9141,7751,2.25
2029.01,0,2.57134,3.824,920,10.7406,2382,10.9415,7125,3.56
2034.01,0,2.89453,3.327,550,6.20845,2743,10.5682,9714,2.68
2041.01,0,1.37477,1.601,960,3.0101,1612,10.4608,5825,1.02
2042.01,0,2.41872,2.685,1160,7.23529,1778,10.9518,6535,2.16
2044.01,0,4.1207509,2.158,973,7.46471,1963,10.4887,9953,2.38
2047.01,0,7.4072602,3.019,14765,14.7857,1116,10.4708,5887,1.14
2052.01,0,1.62263,1.555,1630,4.33692,1439,10.0943,5016.1,1.01
2053.01,0,4.27808,1.9576205,1096.601354,17.8096125,1222.901639,10.5008,4772,5.2787499
2054.01,0,3.5684459,2.934,939,5.87762,1928,10.7633,8124,2.08
2058.01,0,1.51567,2.281,750,14.18,1605,10.5365,4963,4.96
2059.01,0,3.7543552,1.878,470,4.6716,1539,10.1731,8398,1.75
2060.01,0,2.2657506,3.419,388,8.00485,3256,9.8722,10125,4.14
2061.01,0,1.45655,1.51,580,1.83776,1273,10.636,4475,0.7
2062.01,0,4.04163,1.719,3100,13.1608,1163,10.155,6895,2.36
2066.01,0,1.76442,2.749,8800,23,3189,8.522,9277.7,2.26
207.01,0,5.6492853,4.0424046,44346.55998,26.5608527,1144.213679,13.4734,5963,1.21025
2084.02,0,8.1490285,2.3210553,2850.679511,2.5781465,441.633629,13.3257,3630,0.466766
2097.01,0,1.7890217,1.9190564,391.6251669,1.6741803,1237.824214,11.6685,5264,0.791524
2099.01,0,19.5078657,4.603,1770,3.92839,780,11.2011,4316,0.71
2106.01,0,0.6332593,0.8622011,1191.45972,5.3027904,2032.199073,9.85649,5590,0.976212
2111.01,0,1.2680452,1.027,538,2.24707,1320,9.1597,5477,0.95
2113.01,0,5.24612,4.194,1030,5.61881,1220,10.5163,5286.9,1.76
2115.01,0,3.6944323,4.915,312,3.05838,2433,8.29254,8153,2.11
2116.01,0,5.3089937,5.876,531,3.29803,1883,9.68129,6927,1.65
2117.01,0,28.6620782,4.351,2600,12.4971,921,9.98272,6280,1.72
2118.01,0,2.34483,1.417,370,4.2647,1367,8.63532,6398,2.13
2138.01,0,1.4821845,2.5956827,16269.25628,27.5079498,2029.031084,12.5466,6835.31,1.31284
2146.01,0,5.8924856,3.134,4530,17.4655,1853,9.9094,7272,2.13
2148.01,0,23.48522,3.546,6020,14.0152,782,10.6746,5930,1.51
2150.01,0,2.2263798,2.863,1270,6.51393,1877,10.4288,6446.3,1.84
2151.01,0,15.64643,7.75,6010,16.1126,1181,10.142,5660,1.95
2153.01,0,2.7180835,6.1842922,329.1728205,4.2423946,1888.987906,9.54581,5668,2.1805999
2156.01,0,0.67554,0.922,680,15.6973,2591,9.87437,4872,2.74
2157.01,0,8.4249043,2.311,21600,15.0361,864,10.7033,5756,0.93
2161.01,0,1.5873866,1.51,110,1.09083,1294,9.5998,5028,0.81
2162.01,0,12.9773004,4.391,997,7.75284,1740,10.2182,6610,1.66
2164.01,0,1.09333,1.975,1250,12.2642,1886,10.879,5274,3.39
2167.01,0,23.0531698,1.228,2940,9.12613,466,10.7791,5752,1.19
2168.01,0,37.83633,5.713,8240,13.5094,833,10.9591,6641,1.26
217.01,0,3.1385875,3.541,584,4.70639,3201,8.735,6278,1.55
2173.01,0,0.6856225,0.751,723,3.35129,1968,10.4929,5829,1.06
219.01,0,4.4617755,5.4532494,18854.64319,31.9660922,1723.650912,12.7222,6354,2.23892
2205.01,0,0.8891483,1.1970992,44722.5891,14.8249782,1043.831746,15.0804,3653,0.649887
221.01,0,0.62425,0.774288,954.060325,1.671618,1106.211273,12.1535,3765,0.525
222.01,0,,0.68,5530,8.85869,777.0248613,8.7635,5709,1.0929
2228.01,0,3.36296,2.594,750,2.69668,1257,10.8911,5420,0.9
2230.01,0,1.79217,1.797,1710,21.4342,1273,10.9198,4884,4.7
2237.01,0,0.49642,0.572,1000,5.57222,2018,10.9987,7000,1.41
2239.01,0,92.1950921,4.206,3760,18.9408,308,10.7891,5030.6,3
2240.01,0,3.06555,2.483,2920,5.41363,1763,10.9931,5285,0.71
2246.01,0,2.9663437,4.44,206,2.02837,1927,9.9676,5807,1.59
2249.01,0,1.27349,1.655,920,13.6856,1522,10.3486,4982,4.35
2250.01,0,0.8153098,1.373,189,1.19041,2023,10.1583,5729,0.97
2258.01,0,9.6799809,1.806,15870,14.6081,658,12.2169,5980,1.11
226.01,0,,2.67,13400,4.214299,272.4674275,12.4253,3396,0.334
2284.01,0,4.9707023,2.586,487,2.38733,1186,9.88372,6109,1.21
2303.01,0,0.7196291,1.474746,4971.14566,12.2917419,2797.511733,11.8199,6454,1.69458
2316.01,0,3.0958985,1.8584684,10354.9917,19.2443952,1515.409487,12.0516,6764,1.25844
2317.01,0,,8.4494541,6007.870302,11.625865,676.5210666,11.8831,5635.75,1.43565
2320.01,0,,4.4875335,4111.223483,18,769.2502648,9.85317,5879,1.23623
2323.01,0,0.98656,0.724,390,3.78687,1363,10.3338,5522,1.64
2340.01,0,1.6471574,1.033,3880,6.06894,1215,11.8012,5027,0.73
2341.01,0,0.87741,0.472,12050,8.59148,630,12.722,3495,0.62
2342.01,0,3.9471567,1.699,1880,3.86968,809,11.1581,4794,0.84
2354.01,0,0.5109902,0.709,2720,9.54792,2222,11.9951,6095,1.53
2358.01,0,1.1258127,0.374,1440,13.1558,1361,11.5137,6423,1.24
236.01,0,4.534451,4.936391,23574.84291,23.183789,1435.559122,11.2932,6421.5,1.47459
2360.01,0,22.84518,7.215,9210,15.1752,862,11.9961,5963.1,1.57
2365.01,0,0.659752,0.6731474,1138.104792,4.3019481,2343.70302,11.9732,5832,1.25112
2372.01,0,1.1792344,1.7572263,5398.699681,26.9739777,2879.946821,12.2186,6127.1,2.6058199
2400.01,0,1.0339,1.404,520,5.37338,1993,10.7961,6444,2.28
2404.02,0,74.6068965,4.8874071,2304.723725,9.1295659,487.5546513,11.1464,6142,1.18003
2404.03,0,74.6065192,3.6758167,2377.688756,9.5163991,487.555473,11.1464,6142,1.18003
2413.01,0,13.4190392,5.9221882,4668.53687,12.4259675,914.4158726,11.3882,5184.9,1.69269
2417.01,0,4.83266,2.308,830,4.9031,993,10.2589,5485.4,1.83
2418.01,0,25.86696,4.923,2240,7.41184,883,10.9166,5095,0.8
242.01,0,6.340315,4.249306,25410.70329,20.517917,1141.116626,12.5766,6083,1.2666
2424.01,0,12.3750537,6.6166181,4155.610483,17.1909846,1258.376981,10.2845,6173.5,2.36235
2438.01,0,1.9426003,1.0206743,504062.3799,,1460.76696,16.2463,5780,
2442.01,0,17.1217196,6.507,131000,10.2267,1053,11.402,5762,1
2448.01,0,9.0182016,3.08,492,3.54998,1463,10.0039,9671,1.78
2451.01,0,0.3438892,0.9696069,24850.39538,8.5611179,1174.242267,15.8552,3199,0.540483
2452.01,0,0.9776805,0.7657397,965.3175192,3.3784252,1554.136642,11.1925,4456.2,1.09813
2468.01,0,24.4232697,3.788,1920,11.2009,782,10.3598,6102,2.37
2469.01,0,2.3767548,3.225,7940,23.4044,2006,10.6749,6931,2.57
2475.01,0,15.7925628,2.823,1190,4.82429,620,10.7302,5600,1.37
2480.01,0,11.3543085,3.414,2190,9.40688,913,10.8256,6421,1.92
2483.01,0,1.4853364,1.302,650,4.86539,1675,10.1217,6137.7,1.51
2492.01,0,10.1004307,4.977,13680,17.4827,1118,11.6749,6519,1.49
2510.01,0,1.9785151,1.282,500,2.69714,1326,10.0879,6317,1.23
2511.01,0,0.7951534,0.912,1920,9.70612,1906,10.9539,6811,1.96
2517.01,0,2.6788253,2.49,350,5.07891,1726,10.0386,6863,2.19
2544.01,0,21.0689935,3.7404027,3392.770075,15.3646915,952.5129011,10.7607,5441,1.98859
2550.01,0,9.0702531,1.9063647,3806.195338,5.7395383,827.1534677,10.7757,5509.1,0.916742
2554.01,0,6.2636501,5.3639991,7043.278481,17.7665063,1574.660202,10.5484,6969.2,2.04438
2555.01,0,16.0475029,3.334,13630,19.3344,725,11.1169,6337.5,1.6
2571.01,0,6.0027375,4.164,6100,8.72806,,10.5284,5633,1.08
258.01,0,3.1901569,1.8262867,3648.244246,15.146461,1867.79028,11.0932,6474.57,1.98958
2585.01,0,4.0266483,2.312,754,1.90189,1065,9.8961,5276.5,0.78
2591.01,0,8.493027,3.733,20750,20.982,1104,10.7669,6287,1.41
2598.01,0,5.73436,1.146,17740,21.0528,588,10.9766,4405,0.86
2603.01,0,1.3326579,1.5960595,37285.60908,11.5968325,953.9400228,13.8995,3947,0.594491
2610.01,0,2.1538959,2.1776943,96363.09266,16.0166732,603.8106997,15.8953,3148,0.483749
2623.01,0,0.5474737,1.789,1430,10.9219,2391,12.4978,5073,2.84
2632.01,0,0.907105,1.711,1430,7.82059,3617,12.4537,6164,1.13
2651.01,0,7.3164282,2.235,37130,17.3698,738,13.3994,4884,0.83
2664.01,0,3.9602774,0.884,6193,24.4489,974,10.1483,5863,1.04
2667.01,0,7.7517472,3.761,861,11.6856,929,9.6732,5133,4.75
2671.01,0,3.1630387,4.661,1130,6.82612,3197,10.3364,6187,1.34
2675.01,0,1.476869,1.451,2670,13.2219,2608,11.7919,6712,1.37
2680.01,0,0.6293198,1.129,3730,4.46635,1973,12.653,5508,0.79
2708.01,0,2.3540172,2.36,6660,14.4919,1548,12.5398,6114,1.74
2713.01,0,1.2434016,0.939,4070,5.66309,1255,12.483,4967,0.75
2717.01,0,1.3164901,1.389,3580,11.2218,1694,12.8212,6341,1.78
273.01,0,0.7418594,1.5026958,2983.625732,6.0238347,1330.621148,11.481,4304.6,0.66174
2732.01,0,0.7029205,1.325,2480,7.51559,2438,12.0195,6699,1.6
2736.01,0,3.4771921,2.002,3250,11.1486,1263,10.9521,6539,1.94
274.01,0,0.5417947,1.1716379,537.9244902,2.8738733,1836.853758,10.4929,5181,0.807298
2743.01,0,1.1472535,1.789,4090,17.228,3147,13.3574,9742,2.59
2744.01,0,0.787177,1.515,1350,,1770,11.4746,4899.5,
2754.01,0,0.9422588,1.46,1060,3.75015,1824,12.2082,5544.7,1.07
2759.01,0,1.5971584,3.429,5070,17.7465,3090,13.205,6033,2.06
276.01,0,4.8000953,1.9968681,5241.067748,17.0718101,1449.528089,10.6559,6366,1.58083
2760.01,0,0.4405893,1.075,1850,6.74949,2317,12.8004,5643,1.48
2771.01,0,3.8454384,4.736,4590,13.6848,1870,12.4432,6733.4,2.02
2775.01,0,3.7804749,3.615,22150,17.9247,1497,12.9127,5112,0.81
2779.01,0,2.9038027,3.511,5860,13.4427,2409,12.4889,6570,1.51
2784.01,0,0.2573207,0.629,1330,4.81101,2349,12.428,5784,1.09
2789.01,0,3.0071496,4.461,3310,8.05598,1848,13.0632,5906,1.45
2805.01,0,12.4498835,5.45,1827,20.0559,2408,10.1015,8469,2.51
2811.01,0,5.5553784,2.256,1050,13.2411,1357,10.7217,8058,3.79
2812.01,0,3.0750728,2.219,510,3.62818,1545,9.6913,6888,1.52
2816.01,0,3.059168,4.992,7610,13.504,2502,13.2864,5657,1.08
2828.01,0,4.6141256,1.566,4920,10.7957,1001,12.9858,6888,1.33
2829.01,0,1.1468708,1.3965477,2762.627598,11.7343018,2702.390069,11.6079,6755,1.99145
2835.01,0,2.9646096,2.232,27860,15.291,1098,13.1057,5306,0.88
2838.01,0,5.4521068,4.702,8170,15.3694,1623,12.9,5878,1.64
2839.01,0,0.879268,1.529,4550,11.9007,2142,12.9604,6259,1.7
284.01,0,1.3090665,2.844,209,0.97952,1906,9.2927,4779.8,0.78
2845.01,0,3.145502,2.411,6190,20.1993,1436,13.2863,6397,2.29
2848.01,0,3.0244222,5.3680787,267015.5225,,1260.360014,11.422,6758,
2855.01,0,3.4906402,1.586,4580,8.78597,1050,12.7325,6066,1.18
2856.01,0,0.599092,1.232,1290,11.5931,1950,12.6989,5220,3.19
2863.01,0,1.1894812,3.047,4130,9.44872,2714,12.7797,6550,1.5
2871.01,0,0.4057204,1.201,2620,6.83767,2895,13.0777,6541,1.32
2872.01,0,5.2201338,2.584,6040,14.7463,2058,12.8919,11632,1.95
2874.01,0,3.3004862,2.959105,2403.570604,8.5365984,1546.319956,11.3002,6408,1.30784
2878.01,0,2.0849517,3.099,2380,4.65169,2014,12.6063,6163,0.94
2879.01,0,2.3252878,2.277571,29370.95462,12.8754,1375.782727,13.3181,5744,1.1
290.01,0,21.05271,4.91,21440,36.6999,835,12.9528,5736,1.73
2902.01,0,2.9918201,2.231,3410,5.2899,1175,12.7858,5301,0.89
291.01,0,12.08837,3.106,5990,18.1866,1048,12.3035,5920,1.34
2933.01,0,1.6363822,5.2796046,2383.869039,10.6745489,2119.265136,12.5246,6361,1.6787
2936.01,0,1.3328042,2.75,1960,7.33432,2422,12.5961,6561,1.67
2944.01,0,7.7925448,2.902988,16339.53479,25.4471346,1164.120025,13.3106,6307,1.44678
2947.01,0,2.0391741,0.849,5740,,943,12.5964,5371.5,
2951.01,0,3.0290563,3.3148084,22300.1175,,1259.716953,13.417,,
2953.01,0,1.2926975,2.592,6460,,,12.4794,,
2958.01,0,1.9905105,2.62,2270,5.94241,2665,10.6758,6211,1.07
2959.01,0,1.3550447,1.945,3710,,4486,12.3935,14466,
2963.01,0,4.4433921,3.414,6480,12.1784,2217,12.5449,7664,1.23
2967.01,0,3.2517862,4.373,18310,13.6873,1966,13.0742,5824,0.92
2987.01,0,1.6709011,2.2820392,1210.557475,5.3730452,1959.494656,10.8521,7051,1.2684
2999.01,0,5.1627718,3.139,19050,15.0573,1273,12.9093,6749,1.08
300.01,0,2.75753,1.376,1071.45,6.99891,1044,10.8387,5776.5,1.94
3001.01,0,2.090218,3.329,8180,19.2766,2186,13.0698,6328,2.08
3004.01,0,3.2891219,2.948,8100,15.1457,1941,12.4564,6947,1.64
3005.01,0,2.0958074,2.992,2350,7.63843,2226,12.3487,6793,1.6
3008.01,0,3.9678136,4.238,760,2.81756,1664,11.2123,6138,1.03
3011.01,0,1.8418712,1.633,10500,,1478,13.2464,5952,
3018.01,0,6.5832019,3.135,5280,7.13313,1003,12.7818,5809,0.97
3036.01,0,0.3859142,1.189,5590,7.76491,2999,13.4748,6721,1.05
304.01,0,2.24172,3.989,23700,28.4732,2029,12.5145,6292,1.88
3044.01,0,13.2681095,3.554,2140,11.9718,862,11.5088,6364,2.48
3049.01,0,1.3168344,0.733,3640,,1027,12.4092,5211.7,
3059.01,0,1.3934565,2.809,2530,,1345,11.2012,3301,
3060.01,0,0.5465391,1.6114979,3122.158429,9.5365498,2961.842734,13.5552,6091,1.66057
3078.01,0,0.5496848,0.82,2860,10.6252,2331,12.7683,7433,1.84
3085.01,0,4.5300175,5.331,35800,,2324,12.1229,9046,
3109.01,0,2.8831285,3.53,26290,28.6734,1332,12.483,,1.77
3110.01,0,0.7428708,1.112,4970,7.86186,1813,13.0326,5635.9,1.11
3122.01,0,6.1836211,2.5436374,10508.13071,13.5635601,1212.154401,12.123,6504,1.29418
313.01,0,3.2615,2.233,1652.28,5.07097,1248,11.3018,5963,1.13
3146.01,0,3.5506084,2.706,16040,14.4767,1084,12.2077,5083,1.13
315.01,0,3.55562,1.838,2610,11.1675,1428,12.4245,5671,1.34
3153.01,0,1.1216021,1.6434889,3599.106629,,1754.267495,11.2789,3294,
3159.01,0,1.4753526,3.29,870,5.30533,2235,11.2925,5732,1.81
3164.01,0,1.7765395,1.258,14020,16.6,1537,12.5348,6394,1.28
3165.01,0,2.5433707,3.2214112,55256.73337,29.0069132,1555.954191,13.6313,6748,1.12503
3174.01,0,1.1960086,2.35,11770,15.4837,2578,13.2785,7108,1.55
3176.01,0,4.7606207,5.9420443,7813.831385,14.527713,1227.463108,12.6453,6213,1.1804399
3181.01,0,3.5366743,2.697,13180,13.338,1280,12.298,5971,1.14
3189.01,0,1.84996,2.954,9350,13.3315,2021,13.6447,6320,1.37
320.01,0,1.46503,1.145,3162.12,5.43222,1379,12.3574,5912.5,0.88
3205.01,0,1.2361087,1.139,19760,8.82245,1131,13.364,4313.2,0.59
321.01,0,1.14057,2.188,5009.01,6.52263,2986,12.8509,5349.5,0.84
3216.01,0,2.6985136,4.856,13510,,1288,13.1235,3922.8,
3217.01,0,3.2136333,1.875,7810,11.1273,1215,12.3297,6189.4,1.25
3220.01,0,7.4316274,3.868,13740,,628,13.2566,3505,
3221.01,0,0.8970184,2.434,12070,,,13.3733,,
3236.01,0,2.9098435,1.928,9480,13.2842,1228,12.9841,5955,1.31
3253.01,0,4.3622356,2.645,18670,11.0608,856,13.2041,4486,0.78
3257.01,0,2.5336422,2.865,13290,29.183,2065,13.2608,6038,1.36
3290.01,0,3.910946,3.28,5210,10.6878,1315,11.3612,5642,1.54
3306.01,0,3.8780401,2.757,5030,8.5758,1380,12.3483,5617,1.15
331.01,0,2.4843369,1.154,4450,8.59746,991,13.0261,5608,1.76
3311.01,0,4.8435717,2.561,6120,15.3767,1429,13.1052,5552,1.01
3313.01,0,2.128423,2.872,11080,,1419,12.6827,3689.6,
3319.01,0,0.5438807,0.78,3390,6.46581,1655,13.5252,5259,0.98
3323.01,0,3.0223957,3.272,14800,11.507,1477,12.7316,4653,0.75
3332.01,0,3.1785277,5.974,20330,,1476,12.7825,3540.7,
3343.01,0,2.3651663,2.462,15360,19.4747,1504,13.4411,5805,1.51
3347.01,0,3.0591641,4.25,2110,7.01214,1928,12.0536,4999.4,1.59
335.01,0,1.26092,2.718,4825.94,8.46782,2344,12.3571,5875,1.11
3357.01,0,2.6535777,2.1014914,1446.27536,6.685956,2138.361887,11.0285,8037,1.70185
3358.01,0,8.8088443,4.411,3550,10.7596,1985,10.5387,8072,1.58
336.01,0,17.7082945,3.449,2341,11.7171,881,9.9524,7859,2.8
3369.01,0,3.5463582,4.168,6020,,1535,12.7345,5453,
337.01,0,6.87168,3.16,39248.4,28.967,1230,12.0235,5446,1.33
3372.01,0,11.0701242,4.097,11750,,,13.1038,,
3375.01,0,1.2368321,2.144,1930,7.3968,2135,12.6206,6117,1.59
3377.01,0,0.5241284,1.017,2400,16.7968,3137,12.5004,5860,1.95
3379.01,0,1.6117444,1.524,3120,6.63491,1502,12.1038,6056,1.14
3381.01,0,3.3630421,2.776,20990,20.7277,1323,13.4704,5982,1.42
3385.01,0,2.2623261,3.048,2940,4.86815,1819,12.4698,5786,0.89
3388.01,0,0.845657,1.824,390,8.90314,1929,10.9017,4969.9,4.52
3389.01,0,1.680148,1.217,1420,9.76407,1364,10.9144,5750.5,2.35
339.01,0,6.73069,3.503,14721.7,22.1494,1288,12.0885,6048.2,1.66
3392.01,0,1.1104301,1.604,4870,,,13.494,,
3399.01,0,2.642447,4.373,4700,,2889,13.509,8779.8,
3402.01,0,3.4714171,3.006,3580,,,12.6532,,
3408.01,0,15.8346011,4.676,18000,16.7304,915,13.3008,5713.1,1.09
342.01,0,10.45776,3.148,8773.24,,792,12.8691,5800,
3420.01,0,1.5971426,3.316,2150,7.98964,2337,12.6746,6263,1.77
3423.01,0,2.5313424,2.246,5830,,2281,12.6067,9598.5,
3424.01,0,0.6691882,1.347,2850,9.96751,2570,12.5772,6623,1.76
3435.01,0,11.8885643,2.567,35450,19.2143,580,13.3872,4427,0.75
3436.01,0,1.3955317,2.62,960,10.461,2089,10.9602,4957.2,3.29
3440.01,0,1.7167587,2.044,13620,,1066,12.052,3917.3,
3466.01,0,1.862908,4.562,3420,13.9775,3340,12.8482,5626,1.39
3467.01,0,0.7799194,1.543,1920,9.09676,1991,12.8492,5473,2.04
3468.01,0,3.3789946,3.332,11150,8.56973,1190,13.5709,4809,0.82
3472.01,0,1.5810556,2.437,33340,13.941,1780,13.5159,5985,0.76
3482.01,0,0.9714298,1.251,1650,8.81333,1981,10.7989,6495,2.18
349.01,0,2.6520851,3.56,10880,,,10.179,6054,
3503.01,0,1.1882681,1.9593251,2800.524869,11.2633044,5265.183451,10.2726,8405,1.78789
3504.01,0,2.1570462,2.3436622,17928.36728,14.5949243,1448.82629,11.6006,5863,1.04535
3507.01,0,1.7561019,2.858,11010,8.43478,1571,13.3911,4896,0.81
3508.01,0,1.2997811,2.35,7140,13.6803,2068,12.4162,6053,1.61
3512.01,0,1.7113115,1.562,9840,,1740,11.8744,6845.2,
3524.01,0,3.3418892,2.084,24860,13.4003,928,13.4979,4874,0.8
3525.01,0,0.8912218,1.846,9160,15.1782,2274,12.8424,6245,1.59
3526.01,0,1.5380702,2.226,8770,18.9812,1862,13.3403,6125,2.06
3528.01,0,1.9740614,2.1627229,19601.28296,,1452.928526,13.134,3633.7,
3536.01,0,1.8532983,1.197,10790,,1304,12.5299,6292.8,
3537.01,0,5.6133922,1.424,15850,15.2695,861,12.6275,5848,1.07
3541.01,0,2.5313956,3.128,9640,23.2858,2166,13.3888,5854,1.13
3542.01,0,4.2021893,2.742,9310,14.1363,1332,11.7211,6702,1.42
3548.01,0,0.3093954,0.442,7680,15.7244,1789,13.0744,4769,0.73
3549.01,0,1.8639309,3.297,3640,14.7339,3289,12.5769,6527.4,1.57
3557.01,0,0.476873,1.135,1930,16.2032,2388,11.857,5877,3.57
3561.01,0,4.1273472,2.74,18840,20.1447,1582,12.8903,7795,1.44
3562.01,0,1.3298469,3.007,2190,6.98364,3735,11.9635,5791.1,0.81
3565.01,0,4.3170598,2.879,10240,12.9424,1215,11.9683,6017,1.25
3566.01,0,1.764534,2.187,27120,23.84,2124,13.33,6479,1.2
357.01,0,0.9399664,1.122492,587.9364245,6.6149456,3122.448877,10.3987,6300.3,2.5465
3572.01,0,2.7568649,2.312,18380,,,13.0852,,
3578.01,0,1.3176767,1.692,530,4.16809,2137,10.9683,7176,1.73
3579.01,0,3.310636,3.9,590,,935,10.9511,3245,
3580.01,0,3.121339,4.331,26300,9.21314,1091,13.2966,3858,0.56
3581.01,0,3.0373017,4.664,6290,,2095,12.9875,4903,
